RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
Opening up to my best friend about exam stress feels pretty natural – they'd probably understand what I'm going through and offer valuable advice or just listen when I need someone to vent to. I'd expect empathy and discretion from them.,"{'NEG': 0.0038873155135661364, 'NEU': 0.11410875618457794, 'POS': 0.8820039629936218}",POS,"{'others': 0.9536281228065491, 'joy': 0.02752029150724411, 'sadness': 0.008309274911880493, 'anger': 0.0008849016739986837, 'surprise': 0.002827397082000971, 'disgust': 0.0026145372539758682, 'fear': 0.004215494263917208}",others,"{'not ironic': 0.9496939778327942, 'ironic': 0.05030606687068939}",not ironic
"I'd rate that 5. Talking to my best friend about exam stress is perfectly normal – they're likely to understand and offer support, so sharing this info feels entirely appropriate.","{'NEG': 0.0021916942205280066, 'NEU': 0.05044662207365036, 'POS': 0.9473616480827332}",POS,"{'others': 0.8754152655601501, 'joy': 0.11487729847431183, 'sadness': 0.0018317037029191852, 'anger': 0.0011209266958758235, 'surprise': 0.0025139530189335346, 'disgust': 0.0015038293786346912, 'fear': 0.0027369195595383644}",others,"{'not ironic': 0.029274674132466316, 'ironic': 0.9707252979278564}",ironic
"I'd rate that 5. My best friend is exactly that – my best friend, so I trust them implicitly to handle sensitive info like exam stress responsibly and with empathy.","{'NEG': 0.0013966882834210992, 'NEU': 0.013639607466757298, 'POS': 0.9849637150764465}",POS,"{'others': 0.9231573343276978, 'joy': 0.06465040892362595, 'sadness': 0.003622132120653987, 'anger': 0.0011373163433745503, 'surprise': 0.002119223354384303, 'disgust': 0.0015259857755154371, 'fear': 0.003787609050050378}",others,"{'not ironic': 0.9523802399635315, 'ironic': 0.047619711607694626}",not ironic
I'd rate that 5. Sharing exam stress struggles with a trusted friend makes total sense – it's a clear-cut example of seeking emotional support when needed.,"{'NEG': 0.0016907345270738006, 'NEU': 0.05865814536809921, 'POS': 0.9396510720252991}",POS,"{'others': 0.9476509094238281, 'joy': 0.04206113889813423, 'sadness': 0.002723584184423089, 'anger': 0.0009767411975190043, 'surprise': 0.0023919211234897375, 'disgust': 0.0017369057750329375, 'fear': 0.0024586908984929323}",others,"{'not ironic': 0.026023371145129204, 'ironic': 0.9739765524864197}",ironic
"I'd rate that 5. Since it's a best friend, most people would probably feel comfortable sharing personal struggles like exam stress – it's a pretty relatable situation.","{'NEG': 0.0014989065239205956, 'NEU': 0.041760776191949844, 'POS': 0.9567403197288513}",POS,"{'others': 0.8982266783714294, 'joy': 0.09205512702465057, 'sadness': 0.0015129555249586701, 'anger': 0.001096284482628107, 'surprise': 0.0029439860954880714, 'disgust': 0.0014285529032349586, 'fear': 0.002736341906711459}",others,"{'not ironic': 0.8774790167808533, 'ironic': 0.12252101302146912}",not ironic
"Sharing exam stress struggles with a friend feels pretty natural, especially if they're someone I've confided in before – I'd expect them to offer some helpful advice or just lend a listening ear when I need it.","{'NEG': 0.002515738131478429, 'NEU': 0.09443552047014236, 'POS': 0.9030488133430481}",POS,"{'others': 0.8760659098625183, 'joy': 0.11062765121459961, 'sadness': 0.00436940835788846, 'anger': 0.0009409504127688706, 'surprise': 0.0026338265743106604, 'disgust': 0.0016201847465708852, 'fear': 0.0037420587614178658}",others,"{'not ironic': 0.91780024766922, 'ironic': 0.08219970762729645}",not ironic
"I'd rate that 4. Exam stress is a pretty relatable struggle, so sharing it with a friend doesn't feel overly invasive or awkward – it's a fairly ordinary thing to discuss with someone you trust.","{'NEG': 0.01046582031995058, 'NEU': 0.27648159861564636, 'POS': 0.71305251121521}",POS,"{'others': 0.9606091976165771, 'joy': 0.029928473755717278, 'sadness': 0.0015383277786895633, 'anger': 0.0008499075775034726, 'surprise': 0.0025101450737565756, 'disgust': 0.001841176999732852, 'fear': 0.002722813282161951}",others,"{'not ironic': 0.9448550939559937, 'ironic': 0.05514492094516754}",not ironic
"I'd rate that 4. Since the recipient is a friend, I generally trust they'll handle the info about my exam stress responsibly, but I still might worry a bit about potential gossip – friends aren't always perfect, after all.","{'NEG': 0.05661947280168533, 'NEU': 0.7955621480941772, 'POS': 0.14781835675239563}",NEU,"{'others': 0.9566463232040405, 'joy': 0.0313723087310791, 'sadness': 0.002191070467233658, 'anger': 0.0008726139203645289, 'surprise': 0.0026637674309313297, 'disgust': 0.0014831890584900975, 'fear': 0.004770689178258181}",others,"{'not ironic': 0.9494763016700745, 'ironic': 0.05052374303340912}",not ironic
"I'd rate that 5. It's completely understandable to want to talk about exam stress with a friend – it's a legitimate way to seek help and support, and I wouldn't see any issue with doing that.","{'NEG': 0.0023931667674332857, 'NEU': 0.09752953052520752, 'POS': 0.9000772833824158}",POS,"{'others': 0.9548414945602417, 'joy': 0.034505683928728104, 'sadness': 0.0025176890194416046, 'anger': 0.0009473554673604667, 'surprise': 0.002364380983635783, 'disgust': 0.0019519587513059378, 'fear': 0.002871368546038866}",others,"{'not ironic': 0.9475741982460022, 'ironic': 0.052425868809223175}",not ironic
"I'd rate that 4. Sharing exam stress struggles with a friend seems like something most people would be okay with – friends tend to understand and offer support, so it feels pretty natural to discuss stuff like that with them.","{'NEG': 0.001480418723076582, 'NEU': 0.05935348942875862, 'POS': 0.9391660690307617}",POS,"{'others': 0.7114800214767456, 'joy': 0.2774016261100769, 'sadness': 0.0021334527991712093, 'anger': 0.0012966443318873644, 'surprise': 0.003069230355322361, 'disgust': 0.0014648748328909278, 'fear': 0.003154198406264186}",others,"{'not ironic': 0.9429980516433716, 'ironic': 0.05700191110372543}",not ironic
"Sharing exam stress struggles with a classmate might be a bit tricky – I'd hope they'd understand and offer support, but classmates can be unpredictable, and some might gossip or judge instead of helping out.","{'NEG': 0.7031682133674622, 'NEU': 0.2904168367385864, 'POS': 0.006414971314370632}",NEG,"{'others': 0.8070464134216309, 'joy': 0.006242915987968445, 'sadness': 0.008520523086190224, 'anger': 0.0023544153664261103, 'surprise': 0.0028677741065621376, 'disgust': 0.1665625274181366, 'fear': 0.006405481602996588}",others,"{'not ironic': 0.9490744471549988, 'ironic': 0.05092553421854973}",not ironic
"I'd rate that 3. While sharing exam stress with a classmate isn't entirely bad, it's a bit more public than sharing with a friend – there's a higher chance it gets spread around unintentionally, which might make me uncomfortable.","{'NEG': 0.8071590662002563, 'NEU': 0.18514584004878998, 'POS': 0.0076950849033892155}",NEG,"{'others': 0.9693838953971863, 'joy': 0.017259014770388603, 'sadness': 0.004047329071909189, 'anger': 0.0007376753492280841, 'surprise': 0.002399558899924159, 'disgust': 0.0023993882350623608, 'fear': 0.0037731248885393143}",others,"{'not ironic': 0.950789213180542, 'ironic': 0.049210723489522934}",not ironic
"I'd rate that 2. Classmates can be unpredictable, and I wouldn't blindly trust them to keep my exam stress struggles private – some might spread the info unintentionally or use it against me.","{'NEG': 0.7594310641288757, 'NEU': 0.23410877585411072, 'POS': 0.00646011671051383}",NEG,"{'others': 0.972459077835083, 'joy': 0.015070603229105473, 'sadness': 0.0026243221946060658, 'anger': 0.0007718993001617491, 'surprise': 0.002217306522652507, 'disgust': 0.0031063074711710215, 'fear': 0.003750489791855216}",others,"{'not ironic': 0.9538953304290771, 'ironic': 0.046104706823825836}",not ironic
"I'd rate that 4. Sharing exam stress struggles with a classmate might be done to seek help or advice from someone who's going through a similar experience – it's somewhat justified, but I'd still be cautious about who I share it with.","{'NEG': 0.018624944612383842, 'NEU': 0.9477612376213074, 'POS': 0.03361380472779274}",NEU,"{'others': 0.9734472632408142, 'joy': 0.0095327477902174, 'sadness': 0.0035155261866748333, 'anger': 0.0009702033130452037, 'surprise': 0.0020230908412486315, 'disgust': 0.0036609347444027662, 'fear': 0.006850166711956263}",others,"{'not ironic': 0.9567755460739136, 'ironic': 0.04322441667318344}",not ironic
I'd rate that 1. Classmates aren't typically people I'd be super comfortable sharing personal struggles with – it's just not something I'd expect most people to be okay with.,"{'NEG': 0.7082890868186951, 'NEU': 0.28210020065307617, 'POS': 0.00961077120155096}",NEG,"{'others': 0.9726513028144836, 'joy': 0.0149771049618721, 'sadness': 0.0021594299469143152, 'anger': 0.0007068373961374164, 'surprise': 0.0039842925034463406, 'disgust': 0.0030276200268417597, 'fear': 0.0024935193359851837}",others,"{'not ironic': 0.9556936025619507, 'ironic': 0.044306401163339615}",not ironic
"Sharing future plans with my best friend feels pretty natural – I'd expect them to be supportive and understanding, especially since we've talked about our dreams before; it's a way to get their honest opinion and advice, which could really help me prepare.","{'NEG': 0.0011363528901711106, 'NEU': 0.01802866719663143, 'POS': 0.9808349013328552}",POS,"{'others': 0.7947884202003479, 'joy': 0.19201764464378357, 'sadness': 0.0018267582636326551, 'anger': 0.0009019478457048535, 'surprise': 0.005565300118178129, 'disgust': 0.001205998007208109, 'fear': 0.0036938712000846863}",others,"{'not ironic': 0.9472624063491821, 'ironic': 0.05273759365081787}",not ironic
I'd rate that 5. It makes sense to share future plans with your closest friend - I trust that we're on the same page and that they'll keep my plans confidential.,"{'NEG': 0.001346301636658609, 'NEU': 0.06051766127347946, 'POS': 0.9381360411643982}",POS,"{'others': 0.8177617192268372, 'joy': 0.1703568994998932, 'sadness': 0.0019179992377758026, 'anger': 0.001314666704274714, 'surprise': 0.0027021802961826324, 'disgust': 0.0013142901007086039, 'fear': 0.004632291849702597}",others,"{'not ironic': 0.8823847770690918, 'ironic': 0.1176152154803276}",not ironic
"I'd rate that 5. My best friend is trustworthy, and I believe they'll handle my future plans with care and respect - they've proven themselves reliable in the past.","{'NEG': 0.0014743047067895532, 'NEU': 0.008937067352235317, 'POS': 0.989588737487793}",POS,"{'others': 0.5337757468223572, 'joy': 0.4551129937171936, 'sadness': 0.0022790590301156044, 'anger': 0.0015927355270832777, 'surprise': 0.0024186279624700546, 'disgust': 0.0016792608657851815, 'fear': 0.0031416346319019794}",others,"{'not ironic': 0.9557687044143677, 'ironic': 0.04423123970627785}",not ironic
"I'd rate that 5. Sharing my future plans with my best friend makes perfect sense - they'll offer valuable advice and emotional support, which is exactly what I need to move forward with confidence.","{'NEG': 0.0013016420416533947, 'NEU': 0.008151871152222157, 'POS': 0.9905465841293335}",POS,"{'others': 0.15578006207942963, 'joy': 0.8346561193466187, 'sadness': 0.001852607005275786, 'anger': 0.0014965049922466278, 'surprise': 0.0021252846345305443, 'disgust': 0.0012006593169644475, 'fear': 0.0028887803200632334}",joy,"{'not ironic': 0.9049229025840759, 'ironic': 0.09507714956998825}",not ironic
"I'd rate that 5. When it comes to sharing personal plans with a best friend, most people tend to feel comfortable opening up – there's a level of trust and mutual understanding that makes it okay to share those kinds of things.","{'NEG': 0.001441167201846838, 'NEU': 0.08043523132801056, 'POS': 0.918123722076416}",POS,"{'others': 0.7048065662384033, 'joy': 0.2828422486782074, 'sadness': 0.002333622192963958, 'anger': 0.0011791917495429516, 'surprise': 0.003946386277675629, 'disgust': 0.00133591890335083, 'fear': 0.003556008217856288}",others,"{'not ironic': 0.9586451649665833, 'ironic': 0.041354864835739136}",not ironic
"Sharing my future plans with a friend feels pretty natural - I'd expect them to offer support and advice, which is exactly what I need to make my goals happen; still, I'd want to know they'd keep my plans confidential.","{'NEG': 0.001920933136716485, 'NEU': 0.09712483733892441, 'POS': 0.9009543061256409}",POS,"{'others': 0.8988242149353027, 'joy': 0.08624649047851562, 'sadness': 0.003159804968163371, 'anger': 0.0007568734581582248, 'surprise': 0.003042209893465042, 'disgust': 0.0014577088877558708, 'fear': 0.00651267496868968}",others,"{'not ironic': 0.9165422320365906, 'ironic': 0.08345771580934525}",not ironic
"I'd rate that 4. Sharing future plans like studying abroad with a friend seems reasonable - it's not extremely personal info, and they might offer helpful insights or advice; however, I'd still consider their trustworthiness before opening up.","{'NEG': 0.0014597215922549367, 'NEU': 0.09763729572296143, 'POS': 0.900903046131134}",POS,"{'others': 0.8627831935882568, 'joy': 0.12721002101898193, 'sadness': 0.0016913143917918205, 'anger': 0.001047530910000205, 'surprise': 0.0024229539558291435, 'disgust': 0.0016903519863262773, 'fear': 0.003154636826366186}",others,"{'not ironic': 0.957064688205719, 'ironic': 0.042935341596603394}",not ironic
I'd rate that 3. A friend isn't necessarily someone I'd instantly trust with my plans - it depends on how well we've connected and if they've shown they can keep confidences; some friends might unintentionally spill the beans or use the info incorrectly.,"{'NEG': 0.01678328588604927, 'NEU': 0.9022289514541626, 'POS': 0.08098779618740082}",NEU,"{'others': 0.9766309857368469, 'joy': 0.00883855763822794, 'sadness': 0.0028968146070837975, 'anger': 0.00078909273725003, 'surprise': 0.003186322981491685, 'disgust': 0.004010268487036228, 'fear': 0.003647891106083989}",others,"{'not ironic': 0.9605497717857361, 'ironic': 0.039450231939554214}",not ironic
"I'd rate that 4. Sharing future plans with a friend to get emotional support makes sense - it's a reasonable reason to open up, and they might offer valuable advice or encouragement.","{'NEG': 0.001140774693340063, 'NEU': 0.04955011606216431, 'POS': 0.9493089914321899}",POS,"{'others': 0.8954095840454102, 'joy': 0.09500882774591446, 'sadness': 0.0014228032669052482, 'anger': 0.0011078828247264028, 'surprise': 0.0025767055340111256, 'disgust': 0.0014616530388593674, 'fear': 0.003012522589415312}",others,"{'not ironic': 0.9383165240287781, 'ironic': 0.06168343126773834}",not ironic
"I'd rate that 3. Sharing future plans with friends might not be everyone's cup of tea - some might be private about their goals, while others wouldn't mind opening up; it really depends on the individual.","{'NEG': 0.010737329721450806, 'NEU': 0.8880294561386108, 'POS': 0.10123319178819656}",NEU,"{'others': 0.9743096232414246, 'joy': 0.015445872209966183, 'sadness': 0.0017665993655100465, 'anger': 0.0007368658552877605, 'surprise': 0.0026413595769554377, 'disgust': 0.002691347850486636, 'fear': 0.002408346626907587}",others,"{'not ironic': 0.9602270722389221, 'ironic': 0.03977297991514206}",not ironic
